validation/loss,validation/accuracy,validation/learning rate,step,training/loss,training/accuracy,training/learning rate
0.8765873908996582,0.6442307829856873,0.0005000000237487257,22.0,,,
,,,22.0,0.8181540966033936,0.7074999809265137,0.0005000000237487257
0.8490188717842102,0.6778846383094788,0.0005000000237487257,23.0,,,
,,,23.0,0.8128842711448669,0.712142825126648,0.0005000000237487257
0.8569836020469666,0.6730769276618958,0.0005000000237487257,24.0,,,
,,,24.0,0.8137304782867432,0.7182142734527588,0.0005000000237487257
0.8542625904083252,0.6850962042808533,0.0005000000237487257,25.0,,,
,,,25.0,0.8087741732597351,0.7199999690055847,0.0005000000237487257
0.847012996673584,0.6706730723381042,0.0005000000237487257,26.0,,,
,,,26.0,0.8053529262542725,0.7249999642372131,0.0005000000237487257
0.9036452770233154,0.6274038553237915,0.0005000000237487257,27.0,,,
,,,27.0,0.8037668466567993,0.7249999642372131,0.0005000000237487257
0.8671365976333618,0.6490384936332703,0.0005000000237487257,28.0,,,
,,,28.0,0.8023685216903687,0.7242857217788696,0.0005000000237487257
0.8664870858192444,0.6514423489570618,0.0005000000237487257,29.0,,,
,,,29.0,0.7985726594924927,0.729107141494751,0.0005000000237487257
0.8605288863182068,0.6682692766189575,0.0005000000237487257,30.0,,,
,,,30.0,0.7972584962844849,0.733214259147644,0.0005000000237487257
0.8328890204429626,0.7067307829856873,0.0005000000237487257,31.0,,,
,,,31.0,0.7949079275131226,0.7373214364051819,0.0005000000237487257
0.8687617778778076,0.6442307829856873,0.0005000000237487257,32.0,,,
,,,32.0,0.797397255897522,0.731071412563324,0.0005000000237487257
0.8737307190895081,0.6370192766189575,0.0005000000237487257,33.0,,,
,,,33.0,0.787871241569519,0.7457143068313599,0.0005000000237487257
0.8470498323440552,0.7043269276618958,0.0005000000237487257,34.0,,,
,,,34.0,0.791095495223999,0.7417857050895691,0.0005000000237487257
0.8491567969322205,0.6947115659713745,0.0005000000237487257,35.0,,,
,,,35.0,0.7868806719779968,0.7426785826683044,0.0005000000237487257
0.8610594272613525,0.6875,0.0005000000237487257,36.0,,,
,,,36.0,0.7875038385391235,0.7466071248054504,0.0005000000237487257
0.8798182606697083,0.6586538553237915,0.0005000000237487257,37.0,,,
,,,37.0,0.7809406518936157,0.7516071200370789,0.0005000000237487257
0.8395701050758362,0.7091346383094788,0.0005000000237487257,38.0,,,
,,,38.0,0.7799317240715027,0.7514285445213318,0.0005000000237487257
0.8413262963294983,0.6947115659713745,0.0005000000237487257,39.0,,,
,,,39.0,0.7814301252365112,0.7541071176528931,0.0005000000237487257
0.8438888192176819,0.6947115659713745,0.0005000000237487257,40.0,,,
,,,40.0,0.7827975749969482,0.7532142996788025,0.0005000000237487257
0.8340631723403931,0.701923131942749,0.0005000000237487257,41.0,,,
,,,41.0,0.776269793510437,0.7555357217788696,0.0005000000237487257
0.8428846597671509,0.6947115659713745,0.0005000000237487257,42.0,,,
,,,42.0,0.7762287259101868,0.7591071128845215,0.0005000000237487257
0.8462020754814148,0.6875,0.0005000000237487257,43.0,,,
,,,43.0,0.7741197943687439,0.758392870426178,0.0005000000237487257
0.8467870354652405,0.6947115659713745,0.0005000000237487257,44.0,,,
,,,44.0,0.775456964969635,0.7566071152687073,0.0005000000237487257
0.8528606295585632,0.6826923489570618,0.0005000000237487257,45.0,,,
,,,45.0,0.7736383676528931,0.7582142949104309,0.0005000000237487257
0.8637833595275879,0.6682692766189575,0.0005000000237487257,46.0,,,
,,,46.0,0.7707027792930603,0.7592856884002686,0.0005000000237487257
0.8583452105522156,0.6706730723381042,0.0005000000237487257,47.0,,,
,,,47.0,0.7688284516334534,0.7592856884002686,0.0005000000237487257
0.8442152738571167,0.6802884936332703,0.0005000000237487257,48.0,,,
,,,48.0,0.7643148303031921,0.7730357050895691,0.0005000000237487257
0.8397839069366455,0.692307710647583,0.0005000000237487257,49.0,,,
,,,49.0,0.7718397378921509,0.7587500214576721,0.0005000000237487257
