validation/loss,validation/accuracy,validation/learning rate,step,training/loss,training/accuracy,training/learning rate
0.8770861029624939,0.6394230723381042,0.0005000000237487257,18.0,,,
,,,18.0,0.8225042819976807,0.7049999833106995,0.0005000000237487257
0.8722361922264099,0.6538462042808533,0.0005000000237487257,19.0,,,
,,,19.0,0.8189678192138672,0.7058928608894348,0.0005000000237487257
0.8568567633628845,0.6634615659713745,0.0005000000237487257,20.0,,,
,,,20.0,0.8162561058998108,0.7135714292526245,0.0005000000237487257
0.9022076725959778,0.6153846383094788,0.0005000000237487257,21.0,,,
,,,21.0,0.8117595314979553,0.71875,0.0005000000237487257
0.9140697121620178,0.5793269276618958,0.0005000000237487257,22.0,,,
,,,22.0,0.8103477954864502,0.7171428203582764,0.0005000000237487257
0.8359937071800232,0.6875,0.0005000000237487257,23.0,,,
,,,23.0,0.8090213537216187,0.7166071534156799,0.0005000000237487257
0.8919308185577393,0.6442307829856873,0.0005000000237487257,24.0,,,
,,,24.0,0.7987632155418396,0.7323214411735535,0.0005000000237487257
0.8796420097351074,0.6274038553237915,0.0005000000237487257,25.0,,,
,,,25.0,0.8001613020896912,0.7305356860160828,0.0005000000237487257
0.8678606748580933,0.6586538553237915,0.0005000000237487257,26.0,,,
,,,26.0,0.8001303672790527,0.7262499928474426,0.0005000000237487257
0.8615615963935852,0.665865421295166,0.0005000000237487257,27.0,,,
,,,27.0,0.7986984848976135,0.7301785349845886,0.0005000000237487257
0.8993517756462097,0.6177884936332703,0.0005000000237487257,28.0,,,
,,,28.0,0.7970739603042603,0.7323214411735535,0.0005000000237487257
0.854124128818512,0.6754807829856873,0.0005000000237487257,29.0,,,
,,,29.0,0.7938831448554993,0.733035683631897,0.0005000000237487257
0.9224873781204224,0.5889423489570618,0.0005000000237487257,30.0,,,
,,,30.0,0.7915448546409607,0.7407142519950867,0.0005000000237487257
0.8714801073074341,0.6586538553237915,0.0005000000237487257,31.0,,,
,,,31.0,0.7925775647163391,0.7383928298950195,0.0005000000237487257
0.9559719562530518,0.5649038553237915,0.0005000000237487257,32.0,,,
,,,32.0,0.7874249219894409,0.739464282989502,0.0005000000237487257
0.8575084805488586,0.661057710647583,0.0005000000237487257,33.0,,,
,,,33.0,0.7852892875671387,0.7473214268684387,0.0005000000237487257
0.8641277551651001,0.661057710647583,0.0005000000237487257,34.0,,,
,,,34.0,0.7786878347396851,0.7566071152687073,0.0005000000237487257
0.8734527826309204,0.6490384936332703,0.0005000000237487257,35.0,,,
,,,35.0,0.7797365188598633,0.7542856931686401,0.0005000000237487257
0.9672176837921143,0.5552884936332703,0.0005000000237487257,36.0,,,
,,,36.0,0.777476966381073,0.7549999952316284,0.0005000000237487257
0.846084475517273,0.697115421295166,0.0005000000237487257,37.0,,,
,,,37.0,0.7820223569869995,0.7501785755157471,0.0005000000237487257
0.8944052457809448,0.6201923489570618,0.0005000000237487257,38.0,,,
,,,38.0,0.7759344577789307,0.7574999928474426,0.0005000000237487257
0.9222797751426697,0.5961538553237915,0.0005000000237487257,39.0,,,
,,,39.0,0.7761242389678955,0.7578571438789368,0.0005000000237487257
1.049556016921997,0.45673078298568726,0.0005000000237487257,40.0,,,
,,,40.0,0.775273859500885,0.7591071128845215,0.0005000000237487257
0.8568543791770935,0.65625,0.0005000000237487257,41.0,,,
,,,41.0,0.7757953405380249,0.7607142925262451,0.0005000000237487257
0.9632543921470642,0.5552884936332703,0.0005000000237487257,42.0,,,
,,,42.0,0.7668499946594238,0.7696428298950195,0.0005000000237487257
0.902765691280365,0.6057692766189575,0.0005000000237487257,43.0,,,
,,,43.0,0.7657786011695862,0.7666071057319641,0.0005000000237487257
0.8398360013961792,0.7067307829856873,0.0005000000237487257,44.0,,,
,,,44.0,0.7630833983421326,0.7698214054107666,0.0005000000237487257
0.8550068140029907,0.6682692766189575,0.0005000000237487257,45.0,,,
,,,45.0,0.7617413997650146,0.7723214030265808,0.0005000000237487257
0.8561109900474548,0.6586538553237915,0.0005000000237487257,46.0,,,
,,,46.0,0.7645260095596313,0.7703571319580078,0.0005000000237487257
0.9537373781204224,0.5625,0.0005000000237487257,47.0,,,
,,,47.0,0.7587595582008362,0.779285728931427,0.0005000000237487257
1.0482696294784546,0.4615384638309479,0.0005000000237487257,48.0,,,
,,,48.0,0.7593470215797424,0.7757142782211304,0.0005000000237487257
0.8945897221565247,0.6129807829856873,0.0005000000237487257,49.0,,,
,,,49.0,0.761337161064148,0.7723214030265808,0.0005000000237487257
